Year,Satellite Type,Budget (in Billion $),Success Rate (%),Environmental Impact,Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Money_Efficiency,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Tech_Budget_Power
2020,Spy,46.28,53.0,Medium,342,1,3.0,0.13492711370262392,392.80466724286947,False,True,False,False,False,False,False,False,False,False,False,False,False,False,138.84
2008,Spy,44.63,79.0,High,250,3,1.0,0.17780876494023906,444.2975576966166,True,False,False,False,False,False,False,False,False,True,False,False,False,False,44.63
2024,Spy,30.89,88.0,High,285,1,3.0,0.10800699300699301,814.7620589187438,False,True,False,False,False,False,False,False,False,False,False,True,False,False,92.67
2006,Research,36.82,70.0,Medium,178,1,1.0,0.20569832402234636,340.3041825095057,False,False,False,False,True,False,False,False,False,True,False,False,False,False,36.82
2019,Spy,45.07,65.0,Medium,26,2,2.0,1.6692592592592592,38.93942755713335,False,False,False,True,False,False,False,False,False,False,True,False,False,False,90.14
2019,Spy,35.64,52.0,Medium,318,1,1.0,0.11172413793103449,465.4320987654321,False,False,False,False,False,False,False,False,False,False,False,False,False,True,35.64
2001,Research,29.09,51.0,High,325,3,1.0,0.08923312883435583,571.5366105190787,False,False,False,False,True,False,False,False,False,True,False,False,False,False,29.09
2015,Weather,27.57,52.0,High,256,3,1.0,0.10727626459143969,484.7297787450127,True,False,False,False,True,False,False,False,True,False,False,False,False,False,27.57
2016,Research,40.93,87.0,High,234,3,2.0,0.17417021276595746,499.51136086000486,True,False,False,True,False,False,False,False,False,True,False,False,False,False,81.86
2019,Research,14.45,67.0,Medium,271,3,2.0,0.053125,1261.1764705882354,True,False,False,True,False,False,False,False,False,False,True,False,False,False,28.9
2017,Spy,11.46,82.0,Medium,355,1,1.0,0.03219101123595506,2547.2949389179753,True,False,False,False,False,False,False,False,False,False,False,True,False,False,11.46
2011,Research,24.68,50.0,Low,16,3,3.0,1.4517647058823528,34.440842787682335,False,True,False,False,False,False,False,False,False,True,False,False,False,False,74.03999999999999
2024,Communication,35.81,95.0,Low,9,2,1.0,3.5810000000000004,26.52890254118961,True,False,False,False,True,False,False,False,True,False,False,False,False,False,35.81
2006,Weather,10.59,97.0,High,77,3,1.0,0.13576923076923078,714.4475920679886,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.59
2018,Navigation,48.87,90.0,Low,6,3,1.0,6.981428571428571,12.89134438305709,True,False,False,False,False,False,False,False,False,False,False,False,True,False,48.87
2023,Communication,15.26,96.0,High,98,3,3.0,0.15414141414141413,622.8047182175623,False,True,False,False,False,False,False,False,False,False,False,False,False,True,45.78
2013,Navigation,3.43,70.0,Low,183,2,1.0,0.01864130434782609,3755.1020408163263,True,False,False,False,True,False,False,False,True,False,False,False,False,False,3.43
2019,Communication,5.11,84.0,Low,199,2,1.0,0.025550000000000003,3287.671232876712,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5.11
2018,Research,17.93,91.0,Low,324,3,1.0,0.05516923076923077,1649.4701617401004,True,False,False,False,True,False,False,False,False,False,True,False,False,False,17.93
2007,Spy,45.79,53.0,Low,99,1,4.0,0.4579,115.74579602533305,False,False,True,False,False,True,False,False,False,False,False,False,False,False,183.16
2014,Weather,49.69,63.0,High,242,3,1.0,0.20448559670781893,308.0901589857114,False,False,False,False,True,False,False,False,False,False,False,False,False,True,49.69
2019,Weather,49.84,76.0,Low,166,1,2.0,0.29844311377245514,254.65489566613158,True,False,False,True,False,False,False,True,False,False,False,False,False,False,99.68
2013,Spy,48.6,67.0,Medium,51,2,2.0,0.9346153846153846,71.6872427983539,True,False,False,True,False,False,False,True,False,False,False,False,False,False,97.2
2002,Research,27.26,87.0,High,351,2,4.0,0.07744318181818183,1123.404255319149,True,False,True,False,False,False,True,False,False,False,False,False,False,False,109.04
2014,Weather,4.22,94.0,High,170,1,3.0,0.024678362573099414,3809.004739336493,False,True,False,False,False,False,False,False,True,False,False,False,False,False,12.66
2005,Weather,10.0,81.0,High,141,3,1.0,0.07042253521126761,1150.2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.0
2010,Spy,9.45,65.0,Medium,322,2,3.0,0.029256965944272444,2221.6931216931216,True,True,False,False,False,False,False,False,False,False,True,False,False,False,28.349999999999998
2022,Weather,21.33,74.0,Low,33,3,1.0,0.6273529411764706,117.95593061415846,False,False,False,False,True,False,False,False,False,False,False,True,False,False,21.33
2020,Spy,11.89,88.0,High,127,3,1.0,0.092890625,947.3507148864592,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.89
2004,Communication,2.65,69.0,High,179,3,4.0,0.014722222222222222,4686.792452830189,True,False,True,False,False,True,False,False,False,False,False,False,False,False,10.6
2009,Weather,47.83,62.0,High,154,1,1.0,0.3085806451612903,200.91992473343092,False,False,False,False,True,False,False,False,False,False,False,False,False,True,47.83
2003,Research,33.6,96.0,Medium,200,2,1.0,0.16716417910447762,574.2857142857142,False,False,False,False,False,False,False,False,False,False,False,True,False,False,33.6
2007,Spy,12.09,74.0,Low,338,2,1.0,0.035663716814159294,2074.9379652605458,True,False,False,False,False,False,True,False,False,False,False,False,False,False,12.09
2008,Communication,26.18,59.0,High,241,3,3.0,0.10818181818181818,545.3781512605042,True,True,False,False,False,False,False,False,False,False,False,False,False,True,78.53999999999999
2005,Weather,42.47,100.0,Low,293,1,3.0,0.14445578231292516,692.2533553096304,False,True,False,False,False,False,False,False,False,False,False,True,False,False,127.41
2023,Weather,38.46,92.0,Medium,13,1,1.0,2.7471428571428573,33.48933957358294,False,False,False,False,True,False,False,False,True,False,False,False,False,False,38.46
2018,Spy,32.94,74.0,Medium,317,1,4.0,0.10358490566037735,714.3897996357013,True,False,True,False,False,False,False,False,False,False,True,False,False,False,131.76
2012,Communication,1.11,100.0,High,261,1,1.0,0.004236641221374046,23603.603603603602,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.11
2022,Research,39.16,89.0,Medium,280,3,1.0,0.13935943060498218,638.6363636363637,False,False,False,False,False,False,False,False,False,False,True,False,False,False,39.16
2023,Research,49.16,97.0,Low,10,2,4.0,4.469090909090909,21.704637917005698,True,False,True,False,False,False,True,False,False,False,False,False,False,False,196.64
2017,Weather,8.76,55.0,Low,56,3,1.0,0.15368421052631578,357.87671232876716,True,False,False,False,False,False,True,False,False,False,False,False,False,False,8.76
2025,Navigation,22.04,99.0,Low,15,3,3.0,1.3775,71.86932849364791,False,True,False,False,False,False,False,False,False,False,False,False,False,True,66.12
2000,Navigation,15.75,53.0,Medium,276,3,2.0,0.05685920577617329,932.1269841269841,True,False,False,True,False,False,True,False,False,False,False,False,False,False,31.5
2016,Weather,37.24,100.0,Low,310,3,4.0,0.1197427652733119,835.1235230934478,False,False,True,False,False,False,False,False,False,False,False,True,False,False,148.96
2000,Research,45.41,66.0,Medium,186,1,1.0,0.24283422459893048,271.7903545474565,True,False,False,False,False,False,False,False,False,False,False,True,False,False,45.41
2020,Weather,42.96,92.0,High,191,2,3.0,0.22375,411.1731843575419,False,True,False,False,False,True,False,False,False,False,False,False,False,False,128.88
2018,Navigation,47.97,64.0,Low,104,3,2.0,0.45685714285714285,140.08755472170105,True,False,False,True,False,False,False,False,False,False,False,False,False,True,95.94
2003,Communication,33.92,66.0,Low,203,3,1.0,0.16627450980392158,396.9339622641509,True,False,False,False,True,False,False,False,True,False,False,False,False,False,33.92
2023,Communication,24.96,74.0,High,21,1,3.0,1.1345454545454545,65.22435897435898,False,True,False,False,False,False,False,False,False,False,False,False,False,False,74.88
2006,Research,45.59,97.0,Low,180,3,1.0,0.25187845303867407,385.10638297872333,False,False,False,False,True,False,False,False,False,False,False,False,False,True,45.59
2004,Research,15.25,77.0,Low,91,1,4.0,0.16576086956521738,464.5245901639345,False,False,True,False,False,False,False,False,False,False,True,False,False,False,61.0
2010,Research,18.49,67.0,Low,346,1,1.0,0.05328530259365994,1257.382368848026,True,False,False,False,True,False,False,True,False,False,False,False,False,False,18.49
2006,Weather,22.83,65.0,Medium,290,1,1.0,0.07845360824742267,828.5151116951381,False,False,False,False,True,False,False,False,True,False,False,False,False,False,22.83
2017,Navigation,41.12,64.0,Medium,246,3,1.0,0.16647773279352227,384.43579766536965,True,False,False,False,True,True,False,False,False,False,False,False,False,False,41.12
2020,Navigation,15.42,67.0,High,328,2,1.0,0.0468693009118541,1429.5071335927369,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15.42
2013,Spy,9.28,55.0,High,119,3,3.0,0.07733333333333332,711.2068965517242,False,True,False,False,False,False,False,False,False,False,False,False,False,True,27.839999999999996
2022,Weather,30.17,60.0,High,251,1,1.0,0.11972222222222223,501.1600928074246,False,False,False,False,False,False,False,False,False,False,True,False,False,False,30.17
2011,Navigation,41.91,77.0,High,338,2,2.0,0.12362831858407079,622.8346456692914,True,False,False,True,False,False,False,False,False,True,False,False,False,False,83.82
2016,Weather,39.79,68.0,High,326,2,3.0,0.12168195718654434,558.8338778587585,True,True,False,False,False,True,False,False,False,False,False,False,False,False,119.37
2007,Spy,48.56,71.0,Low,358,2,1.0,0.13526462395543176,524.8970345963755,False,False,False,False,False,True,False,False,False,False,False,False,False,False,48.56
2009,Communication,44.69,72.0,Medium,322,3,3.0,0.13835913312693499,520.3848735735064,True,True,False,False,False,False,False,False,False,False,False,False,True,False,134.07
2009,Spy,22.14,68.0,Medium,177,1,3.0,0.12438202247191012,546.7028003613369,False,True,False,False,False,False,False,False,False,False,False,False,False,False,66.42
2011,Navigation,22.91,56.0,Medium,339,1,1.0,0.06738235294117648,831.0781318201658,False,False,False,False,True,False,False,False,False,False,False,False,False,True,22.91
2013,Spy,13.92,94.0,High,164,2,3.0,0.08436363636363636,1114.2241379310344,False,True,False,False,False,False,False,True,False,False,False,False,False,False,41.76
2012,Navigation,39.63,72.0,High,261,1,1.0,0.15125954198473282,476.00302800908406,True,False,False,False,False,False,False,False,False,False,False,True,False,False,39.63
2014,Communication,5.06,76.0,Medium,4,1,2.0,1.012,75.09881422924902,False,False,False,True,False,False,False,True,False,False,False,False,False,False,10.12
2020,Communication,42.62,51.0,Medium,69,2,1.0,0.6088571428571429,83.76349131862975,True,False,False,False,False,False,False,False,False,False,True,False,False,False,42.62
2023,Research,34.31,55.0,Medium,306,1,4.0,0.11175895765472313,492.13057417662486,True,False,True,False,False,False,False,False,False,True,False,False,False,False,137.24
2024,Research,40.1,70.0,Low,360,3,3.0,0.11108033240997231,630.1745635910224,False,True,False,False,False,False,False,False,False,True,False,False,False,False,120.30000000000001
2013,Research,44.24,59.0,Low,265,2,2.0,0.16631578947368422,354.7468354430379,False,False,False,True,False,True,False,False,False,False,False,False,False,False,88.48
2005,Research,39.59,81.0,High,67,1,1.0,0.5822058823529412,139.12604192978023,True,False,False,False,True,False,True,False,False,False,False,False,False,False,39.59
2021,Communication,21.71,75.0,Medium,180,2,4.0,0.11994475138121548,625.2878857669276,False,False,True,False,False,False,False,False,False,True,False,False,False,False,86.84
2005,Weather,35.43,85.0,High,125,1,1.0,0.2811904761904762,302.2861981371719,True,False,False,False,True,False,False,False,False,False,False,True,False,False,35.43
2003,Weather,15.78,60.0,Medium,292,2,3.0,0.05385665529010239,1114.0684410646388,True,True,False,False,False,False,False,False,False,False,False,False,False,False,47.339999999999996
2005,Communication,23.84,74.0,Low,271,2,2.0,0.08764705882352941,844.2953020134228,True,False,False,True,False,False,False,False,False,False,False,False,True,False,47.68
2010,Spy,13.0,71.0,Low,212,3,4.0,0.06103286384976526,1163.3076923076924,True,False,True,False,False,False,False,False,False,False,False,False,True,False,52.0
2010,Navigation,25.11,68.0,High,21,1,1.0,1.1413636363636364,59.57785742731979,False,False,False,False,True,False,False,False,False,True,False,False,False,False,25.11
2022,Research,49.16,71.0,Medium,106,2,3.0,0.45943925233644856,154.53620829943046,True,True,False,False,False,False,False,False,False,False,False,False,False,True,147.48
2003,Weather,46.87,56.0,High,231,1,3.0,0.2020258620689655,277.1922338382761,True,True,False,False,False,False,False,False,False,False,False,False,False,True,140.60999999999999
2004,Research,39.11,64.0,Low,92,3,1.0,0.42053763440860215,152.18614165175148,False,False,False,False,False,False,False,False,False,False,False,False,True,False,39.11
2009,Spy,3.82,63.0,Medium,162,2,4.0,0.02343558282208589,2688.219895287958,False,False,True,False,False,False,False,False,True,False,False,False,False,False,15.28
2014,Weather,6.79,60.0,Medium,43,3,1.0,0.15431818181818183,388.80706921944034,False,False,False,False,True,False,False,False,True,False,False,False,False,False,6.79
2009,Weather,40.54,88.0,Medium,128,1,2.0,0.31426356589147286,280.01973359644796,False,False,False,True,False,False,False,False,False,False,False,False,True,False,81.08
2019,Communication,3.25,86.0,Low,216,2,4.0,0.014976958525345621,5742.153846153847,True,False,True,False,False,False,False,False,False,False,False,False,True,False,13.0
2007,Spy,9.14,84.0,Low,173,1,3.0,0.05252873563218391,1599.124726477024,True,True,False,False,False,False,False,False,False,False,False,True,False,False,27.42
2011,Navigation,3.12,66.0,High,311,1,3.0,0.01,6600.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,9.36
2017,Research,35.89,86.0,High,145,3,3.0,0.2458219178082192,349.8467539704653,True,True,False,False,False,False,False,False,False,False,False,False,False,False,107.67
2003,Weather,11.04,52.0,Low,276,3,3.0,0.03985559566787003,1304.7101449275365,True,True,False,False,False,False,False,False,False,False,True,False,False,False,33.12
2015,Spy,6.15,96.0,Low,70,3,1.0,0.08661971830985916,1108.2926829268292,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6.15
